,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Brand,Model,Submodel,Mileage_Value,Engine_CC,Power_bhp
4607,Jaipur,2013,59000,Petrol,Manual,Second,5.0,4.1,Hyundai,i20,Magna,18.5,1197.0,80.0
4608,Chennai,2009,150000,Diesel,Automatic,First,5.0,18.75,BMW,X5,3.0d,11.0,2993.0,235.0
4609,Coimbatore,2017,60083,Diesel,Manual,First,5.0,13.78,Hyundai,Creta,1.6 CRDi SX Option,19.67,1582.0,126.2
4610,Kolkata,2016,85450,Diesel,Manual,First,5.0,4.0,Maruti,Swift,Dzire LDI,26.59,1248.0,74.0
4611,Jaipur,2013,88000,Diesel,Manual,First,5.0,4.33,Maruti,Swift,VDI,22.9,1248.0,74.0
4612,Kochi,2015,81828,Diesel,Manual,First,5.0,5.43,Hyundai,Grand,i10 1.2 CRDi Asta,24.0,1186.0,73.97
4613,Mumbai,2016,18000,Petrol,Manual,First,5.0,4.9,Ford,Figo,Aspire 1.2 Ti-VCT Trend,18.16,1196.0,86.8
4614,Chennai,2017,15000,Diesel,Automatic,First,5.0,70.0,BMW,X5,X5 M,15.97,2993.0,258.0
4615,Kolkata,2016,34000,Diesel,Automatic,First,5.0,25.5,Mercedes-Benz,New,C-Class C 220 CDI Celebration Edition,11.78,2143.0,167.62
4616,Ahmedabad,2015,46000,Petrol,Automatic,First,5.0,5.1,Hyundai,Grand,i10 AT Asta,18.9,1197.0,82.0
4617,Hyderabad,2013,48158,Diesel,Manual,First,5.0,6.7,Hyundai,Verna,1.6 SX CRDi (O),22.32,1582.0,126.32
4618,Hyderabad,2013,93000,Diesel,Automatic,First,5.0,26.5,BMW,5,Series 525d Sedan,16.73,2993.0,218.0
4619,Ahmedabad,2013,71007,Diesel,Manual,First,5.0,3.9,Nissan,Micra,Diesel XV Premium,23.08,1461.0,63.1
4620,Pune,2010,63067,Petrol,Manual,Second,5.0,2.7,Maruti,SX4,ZXI MT BSIV,15.5,1586.0,103.3
4621,Hyderabad,2011,70259,Diesel,Manual,First,5.0,2.95,Tata,Manza,Aura Quadrajet BS IV,21.12,1248.0,88.8
4622,Ahmedabad,2015,13000,Diesel,Automatic,First,5.0,23.0,Audi,A4,2.0 TDI Multitronic,16.55,1968.0,140.0
4623,Pune,2009,140000,Diesel,Manual,Second,5.0,2.49,Maruti,Swift,Ldi BSIV,17.8,1248.0,75.0
4624,Jaipur,2015,130000,Diesel,Manual,First,5.0,4.5,Maruti,Swift,LDI Optional,25.2,1248.0,74.0
4625,Delhi,2011,89401,Diesel,Manual,First,5.0,4.5,Toyota,Corolla,Altis Diesel D4DJ,21.43,1364.0,87.2
4626,Hyderabad,2015,67000,Diesel,Manual,First,5.0,6.9,Honda,Jazz,1.5 VX i DTEC,27.3,1498.0,98.6
4627,Kochi,2010,65329,Petrol,Automatic,First,4.0,20.72,BMW,6,Series 650i Coupe,7.94,4395.0,450.0
4628,Jaipur,2010,72000,Petrol,Manual,First,5.0,2.21,Skoda,Fabia,1.2 Petrol Active,16.25,1198.0,73.9
4629,Jaipur,2001,70000,Petrol,Manual,Third,5.0,0.55,Fiat,Siena,1.2 ELX,0.0,1242.0,-1.0
4630,Mumbai,2011,82000,Diesel,Automatic,Second,5.0,13.9,Land,Rover,Freelander 2 HSE,12.35,2179.0,187.74
4631,Pune,2010,85000,Petrol,Manual,First,5.0,1.46,Ford,Fiesta,1.6 ZXi Duratec,15.3,1596.0,101.0
4632,Pune,2012,83000,Diesel,Automatic,First,5.0,6.0,Hyundai,Verna,SX CRDi AT,19.08,1582.0,126.32
4633,Jaipur,2016,26000,Petrol,Manual,First,5.0,3.0,Renault,KWID,1.0 RXT Optional,21.7,999.0,67.0
4634,Delhi,2012,27000,Diesel,Manual,First,5.0,3.5,Tata,Indica,Vista Quadrajet 90 ZX Plus,22.3,1248.0,88.8
4635,Kochi,2018,37746,Diesel,Manual,First,5.0,7.59,Hyundai,i20,Active 1.4 SX,21.19,1396.0,88.73
4636,Mumbai,2009,63274,Petrol,Manual,Second,5.0,1.99,Maruti,SX4,Zxi BSIII,15.0,1586.0,104.68
4637,Hyderabad,2016,25000,Petrol,Manual,First,5.0,3.8,Renault,KWID,RXT,25.17,799.0,53.3
4638,Bangalore,2013,197000,Diesel,Manual,First,7.0,4.0,Mahindra,Xylo,E4 ABS BS III,11.68,2498.0,112.0
4639,Bangalore,2013,45010,Petrol,Manual,Second,5.0,2.95,Hyundai,EON,D Lite Plus,21.1,814.0,55.2
4640,Delhi,2013,75348,Diesel,Manual,First,5.0,3.75,Honda,Amaze,VX i-DTEC,25.8,1498.0,98.6
4641,Kolkata,2010,90110,Diesel,Manual,First,5.0,2.5,Volkswagen,Polo,Diesel Highline 1.2L,22.07,1199.0,73.9
4642,Pune,2011,102013,Petrol,Manual,First,5.0,3.75,Honda,City,1.5 V MT,17.0,1497.0,118.0
4643,Pune,2015,36000,Diesel,Automatic,First,7.0,22.0,Toyota,Fortuner,4x2 AT,12.55,2982.0,168.5
4644,Kochi,2017,37578,Petrol,Manual,First,5.0,6.14,Honda,Amaze,E i-Vtech,18.0,1198.0,86.7
4645,Pune,2015,46001,Diesel,Automatic,First,5.0,16.0,BMW,1,Series 118d Base,20.58,1995.0,143.0
4646,Hyderabad,2014,46559,Petrol,Automatic,First,5.0,3.75,Maruti,Celerio,VXI AT,23.1,998.0,67.04
4647,Mumbai,2015,48000,Diesel,Manual,First,8.0,11.75,Toyota,Innova,2.5 GX (Diesel) 8 Seater,12.99,2494.0,100.6
4648,Pune,2013,46000,Diesel,Automatic,Second,5.0,24.0,Jaguar,XF,2.2 Litre Luxury,16.36,2179.0,187.7
4649,Hyderabad,2017,15000,Petrol,Manual,First,5.0,8.9,Honda,WRV,i-VTEC VX,17.5,1199.0,88.7
4650,Chennai,2012,85000,Diesel,Automatic,Third,5.0,10.0,BMW,X1,sDrive20d,17.05,1995.0,184.0
4651,Mumbai,2014,32000,Petrol,Automatic,First,5.0,5.55,Skoda,Rapid,1.6 MPI AT Elegance,14.3,1598.0,103.5
4652,Kochi,2012,60818,Petrol,Manual,First,5.0,3.59,Volkswagen,Vento,1.6 Comfortline,16.09,1598.0,103.5
4653,Coimbatore,2019,35188,Diesel,Manual,First,5.0,11.13,Ford,EcoSport,1.5 TDCi Trend Plus BE,22.77,1498.0,98.59
4654,Jaipur,2012,110000,Diesel,Manual,First,7.0,7.2,Mahindra,XUV500,W6 2WD,15.1,2179.0,140.0
4655,Mumbai,2014,61000,Diesel,Manual,First,5.0,2.98,Ford,Fiesta,Classic 1.4 Duratorq LXI,18.6,1388.0,67.0
4656,Pune,2010,75000,Petrol,Manual,Second,5.0,1.7,Hyundai,Santro,Xing GLS,17.92,1086.0,62.1
4657,Delhi,2015,55000,Diesel,Automatic,First,7.0,52.0,Mercedes-Benz,GL-Class,2007 2012 350 CDI Luxury,12.0,2987.0,224.0
4658,Pune,2003,69966,Petrol,Manual,First,5.0,0.95,Maruti,Alto,LXi BSII,19.7,796.0,46.3
4659,Mumbai,2016,42000,Petrol,Manual,First,5.0,9.25,Honda,City,i VTEC VX Option,17.8,1497.0,117.3
4660,Bangalore,2014,48000,Diesel,Automatic,First,7.0,16.25,Hyundai,Santa,Fe 2WD AT,13.01,2199.0,194.3
4661,Kolkata,2015,35000,Diesel,Automatic,First,5.0,20.99,Mercedes-Benz,GLA,Class 200 CDI SPORT,17.9,2143.0,136.0
4662,Chennai,2005,128000,Diesel,Manual,Second,8.0,4.25,Toyota,Innova,2.5 G4 Diesel 8-seater,12.8,2494.0,102.0
4663,Bangalore,2008,78000,Diesel,Automatic,Second,5.0,7.2,BMW,3,Series 320d Sedan,16.07,1995.0,181.0
4664,Hyderabad,2011,53080,Petrol,Manual,First,5.0,4.4,Maruti,Swift,ZXI,18.6,1197.0,85.8
4665,Pune,2011,66000,Petrol,Manual,Second,5.0,4.25,Volkswagen,Vento,Petrol Highline,15.04,1598.0,103.6
4666,Ahmedabad,2012,25000,Petrol,Manual,First,7.0,5.35,Maruti,Ertiga,VXI,16.02,1373.0,93.7
4667,Coimbatore,2016,36139,Petrol,Automatic,Second,5.0,6.3,Hyundai,Grand,i10 AT Asta,18.9,1197.0,82.0
4668,Delhi,2017,44000,Diesel,Manual,First,5.0,12.5,Hyundai,Creta,1.6 CRDi SX,19.67,1582.0,126.2
4669,Ahmedabad,2008,50000,Diesel,Automatic,Second,5.0,7.5,Audi,A6,3.0 TDI quattro,16.77,2967.0,241.38
4670,Delhi,2016,81177,Diesel,Manual,First,7.0,11.25,Mahindra,XUV500,W8 1.99 mHawk,16.0,1997.0,140.0
4671,Mumbai,2016,26000,Petrol,Automatic,First,5.0,7.65,Ford,EcoSport,1.5 Ti VCT AT Titanium BE,16.05,1499.0,110.4
4672,Mumbai,2016,100000,Diesel,Manual,First,5.0,4.5,Hyundai,Xcent,1.1 CRDi Base,24.4,1120.0,71.0
4673,Hyderabad,2014,75000,Diesel,Automatic,First,5.0,7.5,Volkswagen,Vento,1.5 TDI Comfortline AT,21.21,1498.0,103.2
4674,Kochi,2004,119859,Petrol,Automatic,First,5.0,7.1,Mercedes-Benz,S-Class,280 AT,13.0,2987.0,210.0
4675,Mumbai,2010,55980,Petrol,Manual,First,5.0,2.25,Hyundai,i10,Magna,20.36,1197.0,78.9
4676,Hyderabad,2015,30000,Diesel,Automatic,First,5.0,27.0,Audi,A4,35 TDI Technology Edition,17.11,1968.0,174.33
4677,Pune,2012,49700,Diesel,Manual,Second,5.0,4.18,Hyundai,i20,Sportz 1.4 CRDi,21.9,1396.0,88.76
4678,Chennai,2013,79000,Diesel,Manual,First,5.0,6.5,Hyundai,Verna,1.4 EX,23.5,1396.0,88.7
4679,Delhi,2010,65100,Petrol,Manual,First,5.0,3.15,Honda,City,1.5 V MT,17.0,1497.0,118.0
4680,Pune,2016,54161,Diesel,Manual,First,7.0,7.64,Maruti,Ertiga,VDI,25.47,1248.0,88.5
4681,Hyderabad,2011,28619,Petrol,Manual,First,5.0,2.4,Maruti,Alto,LXi BSII,19.7,796.0,46.3
4682,Mumbai,2016,9000,Petrol,Automatic,First,5.0,4.25,Maruti,Wagon,R AMT VXI,20.51,998.0,67.0
4683,Kochi,2016,42876,Diesel,Automatic,First,5.0,9.31,Hyundai,Verna,1.6 CRDi AT SX,19.08,1582.0,126.2
4684,Bangalore,2011,64000,Petrol,Manual,First,5.0,2.39,Maruti,Alto,LXi BSIII,19.7,796.0,46.3
4685,Kochi,2018,20488,Petrol,Manual,Second,5.0,7.64,Volkswagen,Vento,1.6 Comfortline,16.09,1598.0,103.5
4686,Delhi,2016,21000,Petrol,Manual,First,5.0,6.21,Maruti,Baleno,Zeta 1.2,21.4,1197.0,83.1
4687,Jaipur,2012,119203,Diesel,Automatic,First,5.0,16.5,Land,Rover,Freelander 2 TD4 SE,0.0,2179.0,115.0
4688,Kochi,2011,55987,Petrol,Automatic,First,5.0,8.22,Honda,CR-V,2.0L 2WD AT,13.7,1997.0,153.86
4689,Coimbatore,2017,72668,Diesel,Manual,First,7.0,28.85,Toyota,Fortuner,2.8 2WD MT,14.24,2755.0,174.5
4690,Mumbai,2015,32000,Petrol,Automatic,First,5.0,8.5,Honda,City,V AT,15.6,1497.0,116.3
4691,Bangalore,2014,3000,Petrol,Automatic,Second,2.0,90.0,Mercedes-Benz,SLK-Class,55 AMG,12.0,5461.0,421.0
4692,Mumbai,2015,10400,Petrol,Manual,First,5.0,6.51,Honda,City,i-VTEC S,17.4,1497.0,117.3
4693,Mumbai,2013,35000,Diesel,Manual,First,5.0,4.65,Maruti,Swift,VDI,22.9,1248.0,74.0
4694,Kochi,2013,55101,Petrol,Automatic,First,5.0,8.4,Toyota,Corolla,Altis 2008-2013 1.8 VL AT,14.53,1794.0,138.1
4695,Bangalore,2014,57464,Diesel,Manual,First,5.0,5.75,Toyota,Etios,Cross 1.4L VD,23.59,1364.0,67.06
4696,Jaipur,2006,110000,Petrol,Manual,First,5.0,1.11,Maruti,Wagon,R LX,18.9,998.0,67.1
4697,Kochi,2017,17941,Petrol,Manual,First,-1.0,3.93,Fiat,Punto,1.2 Dynamic,15.7,-1.0,-1.0
4698,Mumbai,2014,72000,Petrol,Automatic,First,5.0,17.25,Mercedes-Benz,E-Class,2015-2017 E 200 CGI,12.0,1991.0,184.0
4699,Delhi,2012,16000,Diesel,Automatic,First,5.0,32.0,Jaguar,XF,Aero Sport Edition,16.36,2179.0,187.7
4700,Kochi,2011,62020,Petrol,Manual,First,5.0,3.45,Hyundai,i20,Sportz Petrol,17.0,1197.0,80.0
4701,Pune,2014,85000,Diesel,Automatic,Second,5.0,23.0,Land,Rover,Freelander 2 SE,12.39,2179.0,147.51
4702,Kochi,2018,14223,Petrol,Manual,First,5.0,7.32,Hyundai,Elite,i20 Petrol Sportz,18.6,1197.0,81.86
4703,Jaipur,2014,41210,Petrol,Manual,First,5.0,4.4,Honda,Amaze,S i-Vtech,18.0,1198.0,86.7
4704,Bangalore,2015,20000,Diesel,Automatic,First,5.0,47.35,Mercedes-Benz,M-Class,ML 350 4Matic,0.0,2987.0,165.0
4705,Coimbatore,2016,18043,Petrol,Manual,First,5.0,4.12,Maruti,Alto,800 VXI,22.74,796.0,47.3
4706,Chennai,2016,80000,Diesel,Automatic,First,7.0,19.5,Toyota,Innova,Crysta 2.8 ZX AT,11.36,2755.0,171.5
4707,Hyderabad,2016,21000,Petrol,Automatic,First,5.0,6.2,Hyundai,Grand,i10 AT Asta,18.9,1197.0,82.0
4708,Bangalore,2016,49000,Diesel,Automatic,First,5.0,45.0,BMW,X3,xDrive30d M Sport,16.55,2993.0,258.0
4709,Hyderabad,1998,104000,Petrol,Manual,Second,5.0,0.85,Maruti,1000,AC,15.0,970.0,-1.0
4710,Chennai,2010,95000,Petrol,Manual,Second,5.0,2.8,Hyundai,i20,Magna,18.5,1197.0,80.0
4711,Pune,2015,32000,Petrol,Automatic,First,5.0,4.8,Hyundai,Grand,i10 AT Asta,18.9,1197.0,82.0
4712,Pune,2003,80000,Petrol,Manual,Second,-1.0,0.9,Hyundai,Santro,Xing XG,17.0,-1.0,-1.0
4713,Hyderabad,2014,122800,Diesel,Manual,First,5.0,5.65,Ford,Fiesta,1.5 TDCi Titanium,25.01,1498.0,89.75
4714,Ahmedabad,2011,78000,Diesel,Manual,Second,5.0,14.5,Mercedes-Benz,E-Class,220 CDI,15.0,2148.0,-1.0
4715,Ahmedabad,2015,69000,Diesel,Manual,First,5.0,5.9,Maruti,Swift,Dzire VDI,26.59,1248.0,74.0
4716,Pune,2015,65000,Diesel,Manual,Second,5.0,5.0,Toyota,Etios,VXD,23.59,1364.0,67.04
4717,Ahmedabad,2015,23000,Petrol,Manual,First,5.0,4.9,Hyundai,Xcent,1.2 Kappa Base,19.1,1197.0,82.0
4718,Ahmedabad,2009,70000,Petrol,Manual,First,5.0,4.25,Honda,Civic,2006-2010 1.8 S MT,13.5,1799.0,130.0
4719,Chennai,2014,250000,Diesel,Manual,First,8.0,10.9,Toyota,Innova,2.5 GX (Diesel) 8 Seater,12.99,2494.0,100.6
4720,Delhi,2012,56000,Petrol,Manual,First,5.0,2.45,Hyundai,Accent,GLE,13.2,1495.0,94.0
4721,Pune,2013,30000,Petrol,Manual,First,5.0,2.5,Maruti,Alto,800 LXI,22.74,796.0,47.3
4722,Kolkata,2010,35000,Petrol,Automatic,First,2.0,29.5,Mercedes-Benz,SL-Class,SL 500,8.1,5461.0,387.3
4723,Jaipur,2013,92250,Diesel,Manual,Second,5.0,5.75,Ford,Ecosport,1.5 DV5 MT Titanium Optional,22.7,1498.0,89.84
4724,Pune,2018,40000,Petrol,Manual,First,5.0,5.0,Hyundai,Xcent,1.2 VTVT E,20.14,1197.0,81.86
4725,Kochi,2014,96848,Petrol,Automatic,First,5.0,4.62,Skoda,Rapid,1.6 MPI AT Ambition Plus,14.3,1598.0,103.6
4726,Delhi,2016,42000,Diesel,Automatic,First,5.0,23.5,Audi,Q3,2012-2015 35 TDI Quattro Premium Plus,15.73,1968.0,174.33
4727,Kolkata,2013,55886,Diesel,Manual,First,7.0,7.25,Mahindra,XUV500,W8 2WD,16.0,2179.0,140.0
4728,Kochi,2019,12336,Petrol,Manual,First,5.0,11.88,Hyundai,Verna,VTVT 1.6 SX Option,17.0,1591.0,121.3
4729,Chennai,2009,60000,Petrol,Manual,Third,5.0,2.25,Hyundai,Verna,Xi (Petrol),13.9,1599.0,103.2
4730,Pune,2003,83000,Petrol,Manual,Second,5.0,0.85,Ford,Ikon,1.6 CLXI,14.2,1597.0,92.0
4731,Pune,2018,24000,Petrol,Manual,First,5.0,4.0,Nissan,Micra,Active XV,19.69,1198.0,67.04
4732,Pune,2016,32198,Petrol,Automatic,First,5.0,5.1,Honda,Brio,VX AT,16.5,1198.0,86.8
4733,Hyderabad,2014,92247,Diesel,Manual,First,7.0,12.5,Toyota,Innova,2.5 GX (Diesel) 7 Seater,12.99,2494.0,100.6
4734,Chennai,2011,121311,Diesel,Manual,First,5.0,2.9,Volkswagen,Vento,1.5 TDI Highline,20.64,1498.0,108.5
4735,Coimbatore,2016,66296,Diesel,Manual,First,7.0,15.96,Mahindra,XUV500,W10 AWD,16.0,2179.0,140.0
4736,Mumbai,2015,41000,Petrol,Automatic,First,5.0,5.45,Hyundai,Xcent,1.2 Kappa AT SX Option,16.9,1197.0,82.0
4737,Kochi,2017,38681,Diesel,Manual,First,7.0,23.86,Ford,Endeavour,2.2 Trend MT 4X4,13.5,2198.0,157.7
4738,Kochi,2008,43761,Petrol,Manual,First,5.0,1.75,Chevrolet,Spark,1.0 LT,18.0,995.0,62.0
4739,Hyderabad,2017,17400,Diesel,Manual,First,7.0,9.75,Maruti,Ertiga,SHVS VDI,24.52,1248.0,88.5
4740,Bangalore,2013,61510,Diesel,Manual,First,5.0,4.75,Honda,Amaze,S i-Dtech,25.8,1498.0,98.6
4741,Delhi,2014,60000,Petrol,Manual,First,5.0,6.25,Honda,City,i VTEC S,17.4,1497.0,117.3
4742,Bangalore,2014,35165,Diesel,Automatic,Second,5.0,22.0,Mini,Cooper,Countryman D,23.8,1998.0,112.0
4743,Kochi,2016,41617,Petrol,Automatic,First,5.0,14.14,Toyota,Corolla,Altis 2008-2013 1.8 VL AT,14.53,1794.0,138.1
4744,Kolkata,2005,45000,Petrol,Manual,First,5.0,0.95,Hyundai,Santro,Xing XL eRLX Euro III,17.0,1086.0,-1.0
4745,Delhi,2014,65000,Petrol,Automatic,First,5.0,11.95,Skoda,Superb,Elegance 1.8 TSI AT,13.7,1798.0,157.75
4746,Delhi,2011,68000,Petrol,Manual,First,5.0,2.5,Maruti,Wagon,R LXI BS IV,18.9,998.0,67.1
4747,Mumbai,2013,49000,Petrol,Manual,First,5.0,2.75,Hyundai,i10,Era 1.1,19.81,1086.0,68.05
4748,Coimbatore,2019,16698,Petrol,Manual,First,5.0,5.85,Tata,Tiago,1.2 Revotron XT Option,23.84,1199.0,84.0
4749,Ahmedabad,2016,30965,Petrol,Manual,First,5.0,6.25,Maruti,Baleno,Zeta 1.2,21.4,1197.0,83.1
4750,Mumbai,2014,56058,Petrol,Manual,First,5.0,4.95,Volkswagen,Vento,1.6 Highline,15.04,1598.0,103.2
4751,Pune,2017,15356,Petrol,Manual,First,5.0,4.75,Hyundai,Grand,i10 1.2 Kappa Sportz Option,18.9,1197.0,81.86
4752,Delhi,2013,54000,Diesel,Manual,First,5.0,2.55,Ford,Figo,Diesel EXI,20.0,1399.0,68.05
4753,Pune,2011,47000,Petrol,Automatic,Second,5.0,4.5,Honda,Civic,2010-2013 1.8 V AT Sunroof,13.9,1799.0,130.3
4754,Kochi,2015,21652,Petrol,Manual,First,5.0,3.01,Maruti,Alto,800 LXI,22.74,796.0,47.3
4755,Hyderabad,2016,52000,Diesel,Automatic,First,5.0,42.0,Land,Rover,Range Rover Evoque 2.0 TD4 HSE Dynamic,15.68,1999.0,177.0
4756,Kolkata,2010,35010,Diesel,Automatic,First,5.0,11.5,Audi,A6,2.7 TDI,12.4,2698.0,179.5
4757,Hyderabad,2006,76662,Diesel,Automatic,First,5.0,10.99,Mercedes-Benz,E-Class,280 CDI,11.0,2987.0,198.5
4758,Jaipur,2009,89000,Petrol,Automatic,First,5.0,3.71,Honda,City,1.5 V AT Exclusive,17.0,1497.0,118.0
4759,Jaipur,2006,80000,Petrol,Automatic,Third,5.0,2.0,Honda,CR-V,2.4 4WD AT,10.1,2354.0,152.0
4760,Kochi,2018,39023,Diesel,Manual,First,5.0,9.48,Maruti,Ciaz,1.3 Alpha,28.09,1248.0,88.5
4761,Jaipur,2004,62000,Petrol,Manual,Second,5.0,1.25,Maruti,Wagon,R LXI,18.9,998.0,67.1
4762,Jaipur,2015,78046,Diesel,Manual,First,5.0,10.9,Hyundai,Creta,1.6 CRDi SX Option,19.67,1582.0,126.2
4763,Kolkata,2015,34400,Diesel,Manual,First,5.0,5.5,Maruti,Ciaz,VDi Plus SHVS,28.09,1248.0,88.5
4764,Coimbatore,2016,64624,Petrol,Manual,First,5.0,3.71,Hyundai,EON,D Lite Plus,21.1,814.0,55.2
4765,Mumbai,2014,69192,Petrol,Manual,First,7.0,6.25,Maruti,Ertiga,VXI,16.02,1373.0,93.7
4766,Chennai,2012,55000,Diesel,Manual,First,5.0,4.9,Volkswagen,Vento,Diesel Highline,20.54,1598.0,103.6
4767,Mumbai,2005,81000,Petrol,Manual,Second,5.0,1.1,Honda,City,1.5 GXI,12.8,1493.0,100.0
4768,Kochi,2016,36733,Petrol,Manual,First,5.0,4.72,Volkswagen,Polo,Petrol Trendline 1.2L,16.47,1198.0,73.9
4769,Kochi,2017,24310,CNG,Manual,First,4.0,3.7,Maruti,Alto,800 2016-2019 CNG LXI,33.44,796.0,40.3
4770,Mumbai,2016,43022,Diesel,Automatic,First,5.0,24.85,Mercedes-Benz,GLA,Class 200 CDI,17.9,2143.0,136.0
4771,Jaipur,2013,74000,Diesel,Manual,First,7.0,12.25,Hyundai,Santa,Fe 4X2,14.66,2199.0,194.3
4772,Kolkata,2014,47000,Diesel,Manual,First,5.0,3.9,Maruti,Swift,VDI,22.9,1248.0,74.0
4773,Kochi,2017,37460,Petrol,Manual,First,5.0,6.28,Hyundai,Elite,i20 Sportz Plus,18.6,1197.0,81.86
4774,Mumbai,2011,130000,Diesel,Manual,First,8.0,2.75,Mahindra,Xylo,E8 BS IV,14.0,2498.0,112.0
4775,Coimbatore,2017,31576,Petrol,Manual,First,5.0,7.85,Hyundai,Grand,i10 Asta Option,18.9,1197.0,82.0
4776,Mumbai,2011,66000,Petrol,Manual,First,5.0,2.95,Volkswagen,Vento,Petrol Highline,15.04,1598.0,103.6
4777,Mumbai,2008,79000,Petrol,Automatic,Second,5.0,4.85,Honda,Accord,2.4 A/T,11.7,2354.0,177.6
4778,Bangalore,2011,47140,Diesel,Automatic,Second,5.0,30.0,Mercedes-Benz,S-Class,S 350 d,13.5,2925.0,281.61
4779,Bangalore,2016,36610,Diesel,Automatic,First,5.0,19.9,Mercedes-Benz,B,Class B200 CDI,15.0,2143.0,107.3
4780,Bangalore,2016,93000,Diesel,Manual,First,5.0,10.8,Hyundai,Creta,1.6 SX Option Diesel,20.5,1582.0,126.2
4781,Hyderabad,2007,52195,Petrol,Manual,First,5.0,1.75,Maruti,Alto,LXI,19.7,796.0,46.3
4782,Mumbai,2016,20003,Diesel,Automatic,First,5.0,19.25,Audi,A3,35 TDI Premium,20.38,1968.0,143.0
4783,Delhi,2013,66314,Diesel,Manual,First,5.0,5.5,Renault,Duster,85PS Diesel RxL,19.87,1461.0,83.8
4784,Chennai,2009,76000,Diesel,Manual,First,5.0,2.75,Ford,Fiesta,1.4 ZXi TDCi ABS,17.8,1399.0,68.0
4785,Bangalore,2015,29000,Diesel,Manual,First,5.0,13.0,Hyundai,Creta,1.6 SX Plus Diesel,19.67,1582.0,126.2
4786,Mumbai,2011,30000,Diesel,Manual,First,5.0,3.2,Ford,Figo,Diesel ZXI,20.0,1399.0,68.0
4787,Coimbatore,2013,56526,Petrol,Manual,First,5.0,5.84,Volkswagen,Polo,Petrol Highline 1.6L,15.26,1598.0,103.5
4788,Hyderabad,2015,38000,Diesel,Automatic,Second,5.0,24.0,Volvo,V40,D3 R Design,16.8,1969.0,150.0
4789,Chennai,2012,41000,Diesel,Automatic,First,5.0,6.25,Hyundai,Verna,SX CRDi AT,19.08,1582.0,126.32
4790,Hyderabad,2009,53000,Diesel,Automatic,First,5.0,36.0,BMW,7,Series 2007-2012 730Ld,14.49,2993.0,258.0
4791,Chennai,2003,125000,Diesel,Manual,Third,5.0,3.0,Mitsubishi,Lancer,GLXD,14.8,1998.0,68.0
4792,Chennai,2010,242000,Diesel,Manual,First,7.0,11.0,Toyota,Fortuner,3.0 Diesel,11.5,2982.0,171.0
4793,Chennai,2015,90000,Diesel,Manual,First,5.0,6.5,Maruti,Ciaz,VDi Plus,26.21,1248.0,88.5
4794,Hyderabad,2018,11000,Diesel,Manual,First,5.0,9.4,Maruti,Vitara,Brezza VDi Option,24.3,1248.0,88.5
4795,Kochi,2018,21936,Diesel,Automatic,First,5.0,37.92,BMW,3,Series Luxury Line,21.76,1995.0,190.0
4796,Pune,2013,41000,Petrol,Automatic,First,5.0,5.25,Volkswagen,Vento,Petrol Highline AT,14.4,1598.0,103.6
4797,Chennai,2011,47000,Petrol,Manual,First,5.0,4.5,Hyundai,i20,1.2 Asta,17.0,1197.0,80.0
4798,Chennai,2009,110000,Diesel,Automatic,First,5.0,18.0,BMW,X5,3.0d,11.0,2993.0,235.0
4799,Coimbatore,2015,45960,Petrol,Manual,First,5.0,5.56,Hyundai,Xcent,1.2 Kappa S,19.1,1197.0,82.0
4800,Bangalore,2013,48000,Diesel,Automatic,First,5.0,22.0,Mercedes-Benz,E-Class,2009-2013 E250 CDI Blue Efficiency,14.21,2143.0,203.0
4801,Hyderabad,2011,68000,Diesel,Automatic,First,5.0,22.0,Land,Rover,Freelander 2 SE,12.39,2179.0,147.51
4802,Mumbai,2011,41000,Petrol,Manual,First,5.0,2.65,Hyundai,i10,Magna,20.36,1197.0,78.9
4803,Jaipur,2013,69573,Diesel,Manual,Second,5.0,5.85,Hyundai,Verna,1.6 SX CRDi (O),22.32,1582.0,126.32
4804,Chennai,2012,115000,Diesel,Manual,First,5.0,6.95,Volkswagen,Jetta,2012-2014 2.0L TDI Highline,19.33,1968.0,138.1
4805,Kolkata,2012,47629,Diesel,Manual,First,7.0,6.5,Mahindra,XUV500,W8 2WD,15.1,2179.0,140.0
4806,Jaipur,2004,66624,Petrol,Manual,Third,8.0,0.85,Maruti,Omni,8 Seater BSII,19.7,796.0,35.0
4807,Delhi,2013,80000,Petrol,Automatic,Second,5.0,7.25,Skoda,Superb,Style 1.8 TSI AT,14.67,1798.0,177.46
4808,Pune,2012,94868,Diesel,Manual,First,5.0,4.5,Maruti,Swift,VDI,22.9,1248.0,74.0
4809,Mumbai,2010,76477,Diesel,Manual,First,8.0,4.25,Mahindra,Scorpio,2.6 LX,10.5,2179.0,120.0
4810,Chennai,2016,28000,Petrol,Automatic,First,5.0,26.0,Mercedes-Benz,GLA,Class 200 Sport Edition,13.7,1991.0,183.0
4811,Coimbatore,2017,28599,Diesel,Manual,First,6.0,9.66,Mahindra,Thar,CRDe,16.55,2498.0,105.0
4812,Bangalore,2013,45348,Diesel,Manual,Second,5.0,6.85,Renault,Duster,110PS Diesel RxZ,19.01,1461.0,108.45
4813,Coimbatore,2013,80127,Diesel,Automatic,First,5.0,23.68,Audi,Q5,2008-2012 2.0 TDI,12.8,1968.0,167.6
4814,Delhi,2013,68000,Diesel,Automatic,Second,5.0,15.75,Land,Rover,Freelander 2 SE,12.39,2179.0,147.51
